,entity,dates,hits
3264,Bhad Bhabie,4/3/20,1
3265,Bhad Bhabie,4/4/20,1
3266,Bhad Bhabie,4/5/20,1
3267,Bhad Bhabie,4/6/20,345
3268,Bhad Bhabie,4/7/20,84
3269,Bhad Bhabie,4/8/20,38
3270,Bhad Bhabie,4/9/20,16
3271,Bhad Bhabie,4/10/20,18
3272,Bhad Bhabie,4/11/20,7
3273,Bhad Bhabie,4/12/20,9
3274,Bhad Bhabie,4/13/20,2
3275,Bhad Bhabie,4/14/20,329
3276,Bhad Bhabie,4/15/20,615
3277,Bhad Bhabie,4/16/20,360
3278,Bhad Bhabie,4/17/20,141
3279,Bhad Bhabie,4/18/20,42
3280,Bhad Bhabie,4/19/20,22
3281,Bhad Bhabie,4/20/20,9
3282,Bhad Bhabie,4/21/20,5
3283,Bhad Bhabie,4/22/20,82
3284,Bhad Bhabie,4/23/20,76
3285,Bhad Bhabie,4/24/20,52
3286,Bhad Bhabie,4/25/20,34
3287,Bhad Bhabie,4/26/20,7
3288,Bhad Bhabie,4/27/20,4
3289,Bhad Bhabie,4/28/20,3
3290,Bhad Bhabie,4/29/20,2
3291,Bhad Bhabie,4/30/20,5
3292,Bhad Bhabie,5/1/20,5
3293,Bhad Bhabie,5/2/20,5
3294,Bernie Sanders,1/2/20,5
3295,Bernie Sanders,1/3/20,13
3296,Bernie Sanders,1/4/20,12
3297,Bernie Sanders,1/5/20,12
3298,Bernie Sanders,1/6/20,9
3299,Bernie Sanders,1/7/20,11
3300,Bernie Sanders,1/8/20,17
3301,Bernie Sanders,1/9/20,17
3302,Bernie Sanders,1/10/20,19
3303,Bernie Sanders,1/11/20,5
3304,Bernie Sanders,1/12/20,8
3305,Bernie Sanders,1/13/20,9
3306,Bernie Sanders,1/14/20,0
3307,Bernie Sanders,1/15/20,0
3308,Bernie Sanders,1/16/20,0
3309,Bernie Sanders,1/17/20,0
3310,Bernie Sanders,1/18/20,4
3311,Bernie Sanders,1/19/20,0
3312,Bernie Sanders,1/20/20,1
3313,Bernie Sanders,1/21/20,2
3314,Bernie Sanders,1/22/20,1
3315,Bernie Sanders,1/23/20,1
3316,Bernie Sanders,1/24/20,180
3317,Bernie Sanders,1/25/20,39
3318,Bernie Sanders,1/26/20,19
3319,Bernie Sanders,1/27/20,5
3320,Bernie Sanders,1/28/20,7
3321,Bernie Sanders,1/29/20,1
3322,Bernie Sanders,1/30/20,0
3323,Bernie Sanders,1/31/20,2
3324,Bernie Sanders,2/1/20,5
3325,Bernie Sanders,2/2/20,2
3326,Bernie Sanders,2/3/20,36
3327,Bernie Sanders,2/4/20,219
3328,Bernie Sanders,2/5/20,105
3329,Bernie Sanders,2/6/20,25
3330,Bernie Sanders,2/7/20,67
3331,Bernie Sanders,2/8/20,94
3332,Bernie Sanders,2/9/20,24
3333,Bernie Sanders,2/10/20,24
3334,Bernie Sanders,2/11/20,43
3335,Bernie Sanders,2/12/20,71
3336,Bernie Sanders,2/13/20,173
3337,Bernie Sanders,2/14/20,457
3338,Bernie Sanders,2/15/20,430
3339,Bernie Sanders,2/16/20,182
3340,Bernie Sanders,2/17/20,116
3341,Bernie Sanders,2/18/20,95
3342,Bernie Sanders,2/19/20,116
3343,Bernie Sanders,2/20/20,298
3344,Bernie Sanders,2/21/20,117
3345,Bernie Sanders,2/22/20,100
3346,Bernie Sanders,2/23/20,69
3347,Bernie Sanders,2/24/20,79
3348,Bernie Sanders,2/25/20,96
3349,Bernie Sanders,2/26/20,207
3350,Bernie Sanders,2/27/20,195
3351,Bernie Sanders,2/28/20,79
3352,Bernie Sanders,2/29/20,154
3353,Bernie Sanders,3/1/20,468
3354,Bernie Sanders,3/2/20,133
3355,Bernie Sanders,3/3/20,77
3356,Bernie Sanders,3/4/20,74
3357,Bernie Sanders,3/5/20,446
3358,Bernie Sanders,3/6/20,231
3359,Bernie Sanders,3/7/20,106
3360,Bernie Sanders,3/8/20,50
3361,Bernie Sanders,3/9/20,109
3362,Bernie Sanders,3/10/20,410
3363,Bernie Sanders,3/11/20,184
3364,Bernie Sanders,3/12/20,59
3365,Bernie Sanders,3/13/20,24
3366,Bernie Sanders,3/14/20,832
3367,Bernie Sanders,3/15/20,3007
3368,Bernie Sanders,3/16/20,773
3369,Bernie Sanders,3/17/20,613
3370,Bernie Sanders,3/18/20,145
3371,Bernie Sanders,3/19/20,60
3372,Bernie Sanders,3/20/20,37
3373,Bernie Sanders,3/21/20,34
3374,Bernie Sanders,3/22/20,31
3375,Bernie Sanders,3/23/20,13
3376,Bernie Sanders,3/24/20,13
3377,Bernie Sanders,3/25/20,12
3378,Bernie Sanders,3/26/20,12
3379,Bernie Sanders,3/27/20,7
3380,Bernie Sanders,3/28/20,14
3381,Bernie Sanders,3/29/20,9
3382,Bernie Sanders,3/30/20,3
3383,Bernie Sanders,3/31/20,5
3384,Bernie Sanders,4/1/20,6
3385,Bernie Sanders,4/2/20,0
3386,Bernie Sanders,4/3/20,1
3387,Bernie Sanders,4/4/20,3
3388,Bernie Sanders,4/5/20,4
3389,Bernie Sanders,4/6/20,2
3390,Bernie Sanders,4/7/20,33
3391,Bernie Sanders,4/8/20,427
3392,Bernie Sanders,4/9/20,429
3393,Bernie Sanders,4/10/20,47
3394,Bernie Sanders,4/11/20,15
3395,Bernie Sanders,4/12/20,13
3396,Bernie Sanders,4/13/20,14
3397,Bernie Sanders,4/14/20,15
3398,Bernie Sanders,4/15/20,2
3399,Bernie Sanders,4/16/20,6
3400,Bernie Sanders,4/17/20,3
3401,Bernie Sanders,4/18/20,5
3402,Bernie Sanders,4/19/20,5
3403,Bernie Sanders,4/20/20,0
3404,Bernie Sanders,4/21/20,2
3405,Bernie Sanders,4/22/20,1
3406,Bernie Sanders,4/23/20,2
3407,Bernie Sanders,4/24/20,1
3408,Bernie Sanders,4/25/20,3
3409,Bernie Sanders,4/26/20,3
3410,Bernie Sanders,4/27/20,0
3411,Bernie Sanders,4/28/20,2
3412,Bernie Sanders,4/29/20,2
3413,Bernie Sanders,4/30/20,3
3414,Bernie Sanders,5/1/20,3
3415,Bernie Sanders,5/2/20,2
3416,Nicki Minaj,1/2/20,19
3417,Nicki Minaj,1/3/20,19
3418,Nicki Minaj,1/4/20,8
3419,Nicki Minaj,1/5/20,14
3420,Nicki Minaj,1/6/20,144
3421,Nicki Minaj,1/7/20,34
3422,Nicki Minaj,1/8/20,30
3423,Nicki Minaj,1/9/20,10
3424,Nicki Minaj,1/10/20,14
3425,Nicki Minaj,1/11/20,12
3426,Nicki Minaj,1/12/20,10
3427,Nicki Minaj,1/13/20,7
3428,Nicki Minaj,1/14/20,2
3429,Nicki Minaj,1/15/20,9
3430,Nicki Minaj,1/16/20,22
3431,Nicki Minaj,1/17/20,8
3432,Nicki Minaj,1/18/20,4
3433,Nicki Minaj,1/19/20,3
3434,Nicki Minaj,1/20/20,4
3435,Nicki Minaj,1/21/20,3
3436,Nicki Minaj,1/22/20,11
3437,Nicki Minaj,1/23/20,5
3438,Nicki Minaj,1/24/20,26
3439,Nicki Minaj,1/25/20,231
3440,Nicki Minaj,1/26/20,281
3441,Nicki Minaj,1/27/20,128
3442,Nicki Minaj,1/28/20,202
3443,Nicki Minaj,1/29/20,34
3444,Nicki Minaj,1/30/20,33
3445,Nicki Minaj,1/31/20,321
3446,Nicki Minaj,2/1/20,97
3447,Nicki Minaj,2/2/20,28
3448,Nicki Minaj,2/3/20,82
3449,Nicki Minaj,2/4/20,51
3450,Nicki Minaj,2/5/20,70
3451,Nicki Minaj,2/6/20,333
3452,Nicki Minaj,2/7/20,221
3453,Nicki Minaj,2/8/20,611
3454,Nicki Minaj,2/9/20,164
3455,Nicki Minaj,2/10/20,54
3456,Nicki Minaj,2/11/20,38
3457,Nicki Minaj,2/12/20,45
3458,Nicki Minaj,2/13/20,18
3459,Nicki Minaj,2/14/20,6
3460,Nicki Minaj,2/15/20,33
3461,Nicki Minaj,2/16/20,25
3462,Nicki Minaj,2/17/20,286
3463,Nicki Minaj,2/18/20,96
3464,Nicki Minaj,2/19/20,43
3465,Nicki Minaj,2/20/20,39
3466,Nicki Minaj,2/21/20,1006
3467,Nicki Minaj,2/22/20,254
3468,Nicki Minaj,2/23/20,198
3469,Nicki Minaj,2/24/20,62
3470,Nicki Minaj,2/25/20,23
3471,Nicki Minaj,2/26/20,12
3472,Nicki Minaj,2/27/20,169
3473,Nicki Minaj,2/28/20,123
3474,Nicki Minaj,2/29/20,47
3475,Nicki Minaj,3/1/20,37
3476,Nicki Minaj,3/2/20,276
3477,Nicki Minaj,3/3/20,164
3478,Nicki Minaj,3/4/20,315
3479,Nicki Minaj,3/5/20,69
3480,Nicki Minaj,3/6/20,25
3481,Nicki Minaj,3/7/20,21
3482,Nicki Minaj,3/8/20,12
3483,Nicki Minaj,3/9/20,460
3484,Nicki Minaj,3/10/20,920
3485,Nicki Minaj,3/11/20,635
3486,Nicki Minaj,3/12/20,375
3487,Nicki Minaj,3/13/20,175
3488,Nicki Minaj,3/14/20,66
3489,Nicki Minaj,3/15/20,13
3490,Nicki Minaj,3/16/20,6
3491,Nicki Minaj,3/17/20,22
3492,Nicki Minaj,3/18/20,26
3493,Nicki Minaj,3/19/20,26
3494,Nicki Minaj,3/20/20,13
3495,Nicki Minaj,3/21/20,21
3496,Nicki Minaj,3/22/20,3
3497,Nicki Minaj,3/23/20,8
3498,Nicki Minaj,3/24/20,0
3499,Nicki Minaj,3/25/20,3
3500,Nicki Minaj,3/26/20,7
3501,Nicki Minaj,3/27/20,2
3502,Nicki Minaj,3/28/20,3
3503,Nicki Minaj,3/29/20,2
3504,Nicki Minaj,3/30/20,3
3505,Nicki Minaj,3/31/20,3
3506,Nicki Minaj,4/1/20,1
3507,Nicki Minaj,4/2/20,2
3508,Nicki Minaj,4/3/20,4
3509,Nicki Minaj,4/4/20,3
3510,Nicki Minaj,4/5/20,4
3511,Nicki Minaj,4/6/20,3
3512,Nicki Minaj,4/7/20,3
3513,Nicki Minaj,4/8/20,3
3514,Nicki Minaj,4/9/20,12
3515,Nicki Minaj,4/10/20,0
3516,Nicki Minaj,4/11/20,2
3517,Nicki Minaj,4/12/20,2
3518,Nicki Minaj,4/13/20,308
3519,Nicki Minaj,4/14/20,105
3520,Nicki Minaj,4/15/20,30
3521,Nicki Minaj,4/16/20,39
3522,Nicki Minaj,4/17/20,68
3523,Nicki Minaj,4/18/20,41
3524,Nicki Minaj,4/19/20,23
3525,Nicki Minaj,4/20/20,6
3526,Nicki Minaj,4/21/20,2
3527,Nicki Minaj,4/22/20,9
3528,Nicki Minaj,4/23/20,18
3529,Nicki Minaj,4/24/20,4
3530,Nicki Minaj,4/25/20,0
3531,Nicki Minaj,4/26/20,1
3532,Nicki Minaj,4/27/20,1
3533,Nicki Minaj,4/28/20,1
3534,Nicki Minaj,4/29/20,5
3535,Nicki Minaj,4/30/20,299
3536,Nicki Minaj,5/1/20,189
3537,Nicki Minaj,5/2/20,230
3538,Slipknot,1/2/20,1
3539,Slipknot,1/3/20,4
3540,Slipknot,1/4/20,41
3541,Slipknot,1/5/20,17
3542,Slipknot,1/6/20,0
3543,Slipknot,1/7/20,0
3544,Slipknot,1/8/20,1
3545,Slipknot,1/9/20,0
3546,Slipknot,1/10/20,0
3547,Slipknot,1/11/20,0
3548,Slipknot,1/12/20,0
3549,Slipknot,1/13/20,0
3550,Slipknot,1/14/20,0
3551,Slipknot,1/15/20,0
3552,Slipknot,1/16/20,15
3553,Slipknot,1/17/20,7
3554,Slipknot,1/18/20,5
3555,Slipknot,1/19/20,2
3556,Slipknot,1/20/20,0
3557,Slipknot,1/21/20,5
3558,Slipknot,1/22/20,8
3559,Slipknot,1/23/20,93
3560,Slipknot,1/24/20,32
3561,Slipknot,1/25/20,16
3562,Slipknot,1/26/20,15
3563,Slipknot,1/27/20,6
3564,Slipknot,1/28/20,81
3565,Slipknot,1/29/20,11
3566,Slipknot,1/30/20,2714
3567,Slipknot,1/31/20,689
3568,Slipknot,2/1/20,355
3569,Slipknot,2/2/20,296
3570,Slipknot,2/3/20,69
3571,Slipknot,2/4/20,172
3572,Slipknot,2/5/20,356
3573,Slipknot,2/6/20,164
3574,Slipknot,2/7/20,29
3575,Slipknot,2/8/20,25
3576,Slipknot,2/9/20,24
3577,Slipknot,2/10/20,37
3578,Slipknot,2/11/20,23
3579,Slipknot,2/12/20,19
3580,Slipknot,2/13/20,10
3581,Slipknot,2/14/20,4
3582,Slipknot,2/15/20,5
3583,Slipknot,2/16/20,11
3584,Slipknot,2/17/20,1911
3585,Slipknot,2/18/20,471
3586,Slipknot,2/19/20,101
3587,Slipknot,2/20/20,98
3588,Slipknot,2/21/20,60
3589,Slipknot,2/22/20,19
3590,Slipknot,2/23/20,10
3591,Slipknot,2/24/20,12
3592,Slipknot,2/25/20,4
3593,Slipknot,2/26/20,6
3594,Slipknot,2/27/20,5
3595,Slipknot,2/28/20,5
3596,Slipknot,2/29/20,1
3597,Slipknot,3/1/20,3
3598,Slipknot,3/2/20,7
3599,Slipknot,3/3/20,61
3600,Slipknot,3/4/20,360
3601,Slipknot,3/5/20,378
3602,Slipknot,3/6/20,89
3603,Slipknot,3/7/20,62
3604,Slipknot,3/8/20,21
3605,Slipknot,3/9/20,1354
3606,Slipknot,3/10/20,491
3607,Slipknot,3/11/20,120
3608,Slipknot,3/12/20,152
3609,Slipknot,3/13/20,97
3610,Slipknot,3/14/20,111
3611,Slipknot,3/15/20,66
3612,Slipknot,3/16/20,22
3613,Slipknot,3/17/20,40
3614,Slipknot,3/18/20,156
3615,Slipknot,3/19/20,66
3616,Slipknot,3/20/20,63
3617,Slipknot,3/21/20,39
3618,Slipknot,3/22/20,16
3619,Slipknot,3/23/20,42
3620,Slipknot,3/24/20,40
3621,Slipknot,3/25/20,24
3622,Slipknot,3/26/20,8
3623,Slipknot,3/27/20,6
3624,Slipknot,3/28/20,10
3625,Slipknot,3/29/20,4
3626,Slipknot,3/30/20,4
3627,Slipknot,3/31/20,5
3628,Slipknot,4/1/20,6
3629,Slipknot,4/2/20,5
3630,Slipknot,4/3/20,2
3631,Slipknot,4/4/20,2
3632,Slipknot,4/5/20,1
3633,Slipknot,4/6/20,3
3634,Slipknot,4/7/20,10
3635,Slipknot,4/8/20,10
3636,Slipknot,4/9/20,2
3637,Slipknot,4/10/20,4
3638,Slipknot,4/11/20,13
3639,Slipknot,4/12/20,6
3640,Slipknot,4/13/20,5
3641,Slipknot,4/14/20,15
3642,Slipknot,4/15/20,62
3643,Slipknot,4/16/20,32
3644,Slipknot,4/17/20,484
3645,Slipknot,4/18/20,270
3646,Slipknot,4/19/20,55
3647,Slipknot,4/20/20,254
3648,Slipknot,4/21/20,167
3649,Slipknot,4/22/20,91
3650,Slipknot,4/23/20,126
3651,Slipknot,4/24/20,85
3652,Slipknot,4/25/20,37
3653,Slipknot,4/26/20,18
3654,Slipknot,4/27/20,6
3655,Slipknot,4/28/20,133
3656,Slipknot,4/29/20,31
3657,Slipknot,4/30/20,9
3658,Slipknot,5/1/20,31
3659,Slipknot,5/2/20,12
3660,Katy Perry,1/2/20,35
3661,Katy Perry,1/3/20,0
3662,Katy Perry,1/4/20,0
3663,Katy Perry,1/5/20,0
3664,Katy Perry,1/6/20,1
3665,Katy Perry,1/7/20,0
3666,Katy Perry,1/8/20,3
3667,Katy Perry,1/9/20,1
3668,Katy Perry,1/10/20,0
3669,Katy Perry,1/11/20,0
3670,Katy Perry,1/12/20,0
3671,Katy Perry,1/13/20,0
3672,Katy Perry,1/14/20,4
3673,Katy Perry,1/15/20,5
3674,Katy Perry,1/16/20,0
3675,Katy Perry,1/17/20,0
3676,Katy Perry,1/18/20,0
3677,Katy Perry,1/19/20,0
3678,Katy Perry,1/20/20,1
3679,Katy Perry,1/21/20,0
3680,Katy Perry,1/22/20,1
3681,Katy Perry,1/23/20,16
3682,Katy Perry,1/24/20,7
3683,Katy Perry,1/25/20,0
3684,Katy Perry,1/26/20,1
3685,Katy Perry,1/27/20,2
3686,Katy Perry,1/28/20,6
3687,Katy Perry,1/29/20,9
3688,Katy Perry,1/30/20,1
3689,Katy Perry,1/31/20,2
3690,Katy Perry,2/1/20,4
3691,Katy Perry,2/2/20,4
3692,Katy Perry,2/3/20,2
3693,Katy Perry,2/4/20,4
3694,Katy Perry,2/5/20,6
3695,Katy Perry,2/6/20,4
3696,Katy Perry,2/7/20,5
3697,Katy Perry,2/8/20,4
3698,Katy Perry,2/9/20,5
3699,Katy Perry,2/10/20,4
3700,Katy Perry,2/11/20,5
3701,Katy Perry,2/12/20,4
3702,Katy Perry,2/13/20,7
3703,Katy Perry,2/14/20,23
3704,Katy Perry,2/15/20,38
3705,Katy Perry,2/16/20,556
3706,Katy Perry,2/17/20,7232
3707,Katy Perry,2/18/20,912
3708,Katy Perry,2/19/20,317
3709,Katy Perry,2/20/20,163
3710,Katy Perry,2/21/20,688
3711,Katy Perry,2/22/20,352
3712,Katy Perry,2/23/20,245
3713,Katy Perry,2/24/20,53
3714,Katy Perry,2/25/20,16
3715,Katy Perry,2/26/20,12
3716,Katy Perry,2/27/20,14
3717,Katy Perry,2/28/20,15
3718,Katy Perry,2/29/20,3
3719,Katy Perry,3/1/20,8
3720,Katy Perry,3/2/20,9
3721,Katy Perry,3/3/20,6
3722,Katy Perry,3/4/20,178
3723,Katy Perry,3/5/20,83
3724,Katy Perry,3/6/20,13
3725,Katy Perry,3/7/20,11
3726,Katy Perry,3/8/20,8
3727,Katy Perry,3/9/20,4
3728,Katy Perry,3/10/20,14
3729,Katy Perry,3/11/20,14
3730,Katy Perry,3/12/20,10
3731,Katy Perry,3/13/20,2
3732,Katy Perry,3/14/20,19
3733,Katy Perry,3/15/20,16
3734,Katy Perry,3/16/20,13
3735,Katy Perry,3/17/20,4
3736,Katy Perry,3/18/20,135
3737,Katy Perry,3/19/20,553
3738,Katy Perry,3/20/20,17
3739,Katy Perry,3/21/20,5
3740,Katy Perry,3/22/20,7
3741,Katy Perry,3/23/20,5
3742,Katy Perry,3/24/20,11
3743,Katy Perry,3/25/20,4
3744,Katy Perry,3/26/20,6
3745,Katy Perry,3/27/20,4
3746,Katy Perry,3/28/20,9
3747,Katy Perry,3/29/20,7
3748,Katy Perry,3/30/20,11
3749,Katy Perry,3/31/20,7
3750,Katy Perry,4/1/20,5
3751,Katy Perry,4/2/20,1
3752,Katy Perry,4/3/20,8
3753,Katy Perry,4/4/20,13
3754,Katy Perry,4/5/20,20
3755,Katy Perry,4/6/20,5
3756,Katy Perry,4/7/20,8
3757,Katy Perry,4/8/20,2
3758,Katy Perry,4/9/20,1
3759,Katy Perry,4/10/20,3
3760,Katy Perry,4/11/20,2
3761,Katy Perry,4/12/20,3
3762,Katy Perry,4/13/20,0
3763,Katy Perry,4/14/20,0
3764,Katy Perry,4/15/20,2
3765,Katy Perry,4/16/20,1
3766,Katy Perry,4/17/20,0
3767,Katy Perry,4/18/20,0
3768,Katy Perry,4/19/20,26
3769,Katy Perry,4/20/20,23
3770,Katy Perry,4/21/20,6
3771,Katy Perry,4/22/20,6
3772,Katy Perry,4/23/20,1
3773,Katy Perry,4/24/20,2
3774,Katy Perry,4/25/20,1
3775,Katy Perry,4/26/20,6
3776,Katy Perry,4/27/20,4
3777,Katy Perry,4/28/20,0
3778,Katy Perry,4/29/20,0
3779,Katy Perry,4/30/20,0
3780,Katy Perry,5/1/20,0
3781,Katy Perry,5/2/20,0
3782,Narendra Modi,1/2/20,64
3783,Narendra Modi,1/3/20,26
3784,Narendra Modi,1/4/20,42
3785,Narendra Modi,1/5/20,86
3786,Narendra Modi,1/6/20,113
3787,Narendra Modi,1/7/20,69
3788,Narendra Modi,1/8/20,68
3789,Narendra Modi,1/9/20,75
3790,Narendra Modi,1/10/20,43
3791,Narendra Modi,1/11/20,22
3792,Narendra Modi,1/12/20,34
3793,Narendra Modi,1/13/20,39
3794,Narendra Modi,1/14/20,69
3795,Narendra Modi,1/15/20,55
3796,Narendra Modi,1/16/20,295
3797,Narendra Modi,1/17/20,133
3798,Narendra Modi,1/18/20,47
3799,Narendra Modi,1/19/20,130
3800,Narendra Modi,1/20/20,49
3801,Narendra Modi,1/21/20,44
3802,Narendra Modi,1/22/20,69
3803,Narendra Modi,1/23/20,86
3804,Narendra Modi,1/24/20,72
3805,Narendra Modi,1/25/20,14
3806,Narendra Modi,1/26/20,22
3807,Narendra Modi,1/27/20,6
3808,Narendra Modi,1/28/20,141
3809,Narendra Modi,1/29/20,47
3810,Narendra Modi,1/30/20,56
3811,Narendra Modi,1/31/20,129
3812,Narendra Modi,2/1/20,47
3813,Narendra Modi,2/2/20,96
3814,Narendra Modi,2/3/20,109
3815,Narendra Modi,2/4/20,100
3816,Narendra Modi,2/5/20,89
3817,Narendra Modi,2/6/20,46
3818,Narendra Modi,2/7/20,32
3819,Narendra Modi,2/8/20,54
3820,Narendra Modi,2/9/20,78
3821,Narendra Modi,2/10/20,88
3822,Narendra Modi,2/11/20,69
3823,Narendra Modi,2/12/20,84
3824,Narendra Modi,2/13/20,54
3825,Narendra Modi,2/14/20,44
3826,Narendra Modi,2/15/20,46
3827,Narendra Modi,2/16/20,113
3828,Narendra Modi,2/17/20,77
3829,Narendra Modi,2/18/20,75
3830,Narendra Modi,2/19/20,129
3831,Narendra Modi,2/20/20,53
3832,Narendra Modi,2/21/20,89
3833,Narendra Modi,2/22/20,41
3834,Narendra Modi,2/23/20,204
3835,Narendra Modi,2/24/20,273
3836,Narendra Modi,2/25/20,104
3837,Narendra Modi,2/26/20,58
3838,Narendra Modi,2/27/20,44
3839,Narendra Modi,2/28/20,38
3840,Narendra Modi,2/29/20,28
3841,Narendra Modi,3/1/20,54
3842,Narendra Modi,3/2/20,571
3843,Narendra Modi,3/3/20,2188
3844,Narendra Modi,3/4/20,1161
3845,Narendra Modi,3/5/20,258
3846,Narendra Modi,3/6/20,249
3847,Narendra Modi,3/7/20,70
3848,Narendra Modi,3/8/20,152
3849,Narendra Modi,3/9/20,73
3850,Narendra Modi,3/10/20,102
3851,Narendra Modi,3/11/20,175
3852,Narendra Modi,3/12/20,681
3853,Narendra Modi,3/13/20,54
3854,Narendra Modi,3/14/20,77
3855,Narendra Modi,3/15/20,132
3856,Narendra Modi,3/16/20,85
3857,Narendra Modi,3/17/20,288
3858,Narendra Modi,3/18/20,2386
3859,Narendra Modi,3/19/20,3023
3860,Narendra Modi,3/20/20,1549
3861,Narendra Modi,3/21/20,681
3862,Narendra Modi,3/22/20,1623
3863,Narendra Modi,3/23/20,1833
3864,Narendra Modi,3/24/20,928
3865,Narendra Modi,3/25/20,542
3866,Narendra Modi,3/26/20,717
3867,Narendra Modi,3/27/20,469
3868,Narendra Modi,3/28/20,275
3869,Narendra Modi,3/29/20,354
3870,Narendra Modi,3/30/20,316
3871,Narendra Modi,3/31/20,210
3872,Narendra Modi,4/1/20,333
3873,Narendra Modi,4/2/20,1030
3874,Narendra Modi,4/3/20,535
3875,Narendra Modi,4/4/20,422
3876,Narendra Modi,4/5/20,777
3877,Narendra Modi,4/6/20,843
3878,Narendra Modi,4/7/20,348
3879,Narendra Modi,4/8/20,267
3880,Narendra Modi,4/9/20,214
3881,Narendra Modi,4/10/20,398
3882,Narendra Modi,4/11/20,204
3883,Narendra Modi,4/12/20,747
3884,Narendra Modi,4/13/20,634
3885,Narendra Modi,4/14/20,602
3886,Narendra Modi,4/15/20,203
3887,Narendra Modi,4/16/20,147
3888,Narendra Modi,4/17/20,158
3889,Narendra Modi,4/18/20,161
3890,Narendra Modi,4/19/20,164
3891,Narendra Modi,4/20/20,147
3892,Narendra Modi,4/21/20,316
3893,Narendra Modi,4/22/20,367
3894,Narendra Modi,4/23/20,502
3895,Narendra Modi,4/24/20,165
3896,Narendra Modi,4/25/20,497
3897,Narendra Modi,4/26/20,1474
3898,Narendra Modi,4/27/20,762
3899,Narendra Modi,4/28/20,1104
3900,Narendra Modi,4/29/20,647
3901,Narendra Modi,4/30/20,2986
3902,Narendra Modi,5/1/20,710
3903,Narendra Modi,5/2/20,320
3904,Cardi B,1/2/20,8
3905,Cardi B,1/3/20,5
3906,Cardi B,1/4/20,11
3907,Cardi B,1/5/20,36
3908,Cardi B,1/6/20,173
3909,Cardi B,1/7/20,91
3910,Cardi B,1/8/20,54
3911,Cardi B,1/9/20,107
3912,Cardi B,1/10/20,65
3913,Cardi B,1/11/20,42
3914,Cardi B,1/12/20,575
3915,Cardi B,1/13/20,429
3916,Cardi B,1/14/20,405
3917,Cardi B,1/15/20,138
3918,Cardi B,1/16/20,59
3919,Cardi B,1/17/20,51
3920,Cardi B,1/18/20,47
3921,Cardi B,1/19/20,8
3922,Cardi B,1/20/20,8
3923,Cardi B,1/21/20,4
3924,Cardi B,1/22/20,8
3925,Cardi B,1/23/20,5
3926,Cardi B,1/24/20,5
3927,Cardi B,1/25/20,4
3928,Cardi B,1/26/20,8
3929,Cardi B,1/27/20,4
3930,Cardi B,1/28/20,6
3931,Cardi B,1/29/20,4
3932,Cardi B,1/30/20,4
3933,Cardi B,1/31/20,257
3934,Cardi B,2/1/20,205
3935,Cardi B,2/2/20,120
3936,Cardi B,2/3/20,52
3937,Cardi B,2/4/20,49
3938,Cardi B,2/5/20,28
3939,Cardi B,2/6/20,19
3940,Cardi B,2/7/20,14
3941,Cardi B,2/8/20,9
3942,Cardi B,2/9/20,11
3943,Cardi B,2/10/20,13
3944,Cardi B,2/11/20,7
3945,Cardi B,2/12/20,990
3946,Cardi B,2/13/20,308
3947,Cardi B,2/14/20,116
3948,Cardi B,2/15/20,85
3949,Cardi B,2/16/20,19
3950,Cardi B,2/17/20,20
3951,Cardi B,2/18/20,20
3952,Cardi B,2/19/20,17
3953,Cardi B,2/20/20,11
3954,Cardi B,2/21/20,24
3955,Cardi B,2/22/20,14
3956,Cardi B,2/23/20,8
3957,Cardi B,2/24/20,124
3958,Cardi B,2/25/20,52
3959,Cardi B,2/26/20,230
3960,Cardi B,2/27/20,65
3961,Cardi B,2/28/20,25
3962,Cardi B,2/29/20,143
3963,Cardi B,3/1/20,91
3964,Cardi B,3/2/20,23
3965,Cardi B,3/3/20,5
3966,Cardi B,3/4/20,1
3967,Cardi B,3/5/20,3
3968,Cardi B,3/6/20,6
3969,Cardi B,3/7/20,1
3970,Cardi B,3/8/20,0
3971,Cardi B,3/9/20,3
3972,Cardi B,3/10/20,3
3973,Cardi B,3/11/20,10
3974,Cardi B,3/12/20,104
3975,Cardi B,3/13/20,32
3976,Cardi B,3/14/20,24
3977,Cardi B,3/15/20,10
3978,Cardi B,3/16/20,399
3979,Cardi B,3/17/20,443
3980,Cardi B,3/18/20,1
3981,Cardi B,3/19/20,26
3982,Cardi B,3/20/20,104
3983,Cardi B,3/21/20,118
3984,Cardi B,3/22/20,524
3985,Cardi B,3/23/20,1818
3986,Cardi B,3/24/20,218
3987,Cardi B,3/25/20,80
3988,Cardi B,3/26/20,40
3989,Cardi B,3/27/20,26
3990,Cardi B,3/28/20,85
3991,Cardi B,3/29/20,1100
3992,Cardi B,3/30/20,463
3993,Cardi B,3/31/20,179
3994,Cardi B,4/1/20,57
3995,Cardi B,4/2/20,103
3996,Cardi B,4/3/20,47
3997,Cardi B,4/4/20,215
3998,Cardi B,4/5/20,269
3999,Cardi B,4/6/20,6
4000,Cardi B,4/7/20,6
4001,Cardi B,4/8/20,30
4002,Cardi B,4/9/20,21
4003,Cardi B,4/10/20,10
4004,Cardi B,4/11/20,6
4005,Cardi B,4/12/20,8
4006,Cardi B,4/13/20,9
4007,Cardi B,4/14/20,15
4008,Cardi B,4/15/20,19
4009,Cardi B,4/16/20,7
4010,Cardi B,4/17/20,11
4011,Cardi B,4/18/20,27
4012,Cardi B,4/19/20,21
4013,Cardi B,4/20/20,11
