,entity,dates,hits
9510,Valentine\u2019s Day,4/27/20,0
9511,Valentine\u2019s Day,4/28/20,0
9512,Valentine\u2019s Day,4/29/20,0
9513,Valentine\u2019s Day,4/30/20,0
9514,Valentine\u2019s Day,5/1/20,0
9515,Valentine\u2019s Day,5/2/20,0
9516,Apryl Jones,1/2/20,0
9517,Apryl Jones,1/3/20,0
9518,Apryl Jones,1/4/20,0
9519,Apryl Jones,1/5/20,0
9520,Apryl Jones,1/6/20,0
9521,Apryl Jones,1/7/20,837
9522,Apryl Jones,1/8/20,954
9523,Apryl Jones,1/9/20,28
9524,Apryl Jones,1/10/20,8
9525,Apryl Jones,1/11/20,2
9526,Apryl Jones,1/12/20,255
9527,Apryl Jones,1/13/20,1233
9528,Apryl Jones,1/14/20,625
9529,Apryl Jones,1/15/20,239
9530,Apryl Jones,1/16/20,29
9531,Apryl Jones,1/17/20,1
9532,Apryl Jones,1/18/20,20
9533,Apryl Jones,1/19/20,8
9534,Apryl Jones,1/20/20,5
9535,Apryl Jones,1/21/20,0
9536,Apryl Jones,1/22/20,0
9537,Apryl Jones,1/23/20,2
9538,Apryl Jones,1/24/20,1
9539,Apryl Jones,1/25/20,3
9540,Apryl Jones,1/26/20,0
9541,Apryl Jones,1/27/20,1
9542,Apryl Jones,1/28/20,0
9543,Apryl Jones,1/29/20,0
9544,Apryl Jones,1/30/20,0
9545,Apryl Jones,1/31/20,1
9546,Apryl Jones,2/1/20,0
9547,Apryl Jones,2/2/20,0
9548,Apryl Jones,2/3/20,3
9549,Apryl Jones,2/4/20,0
9550,Apryl Jones,2/5/20,2
9551,Apryl Jones,2/6/20,1
9552,Apryl Jones,2/7/20,0
9553,Apryl Jones,2/8/20,0
9554,Apryl Jones,2/9/20,0
9555,Apryl Jones,2/10/20,0
9556,Apryl Jones,2/11/20,0
9557,Apryl Jones,2/12/20,0
9558,Apryl Jones,2/13/20,0
9559,Apryl Jones,2/14/20,0
9560,Apryl Jones,2/15/20,1
9561,Apryl Jones,2/16/20,2
9562,Apryl Jones,2/17/20,0
9563,Apryl Jones,2/18/20,0
9564,Apryl Jones,2/19/20,0
9565,Apryl Jones,2/20/20,0
9566,Apryl Jones,2/21/20,0
9567,Apryl Jones,2/22/20,0
9568,Apryl Jones,2/23/20,0
9569,Apryl Jones,2/24/20,0
9570,Apryl Jones,2/25/20,0
9571,Apryl Jones,2/26/20,0
9572,Apryl Jones,2/27/20,0
9573,Apryl Jones,2/28/20,0
9574,Apryl Jones,2/29/20,0
9575,Apryl Jones,3/1/20,0
9576,Apryl Jones,3/2/20,0
9577,Apryl Jones,3/3/20,0
9578,Apryl Jones,3/4/20,0
9579,Apryl Jones,3/5/20,0
9580,Apryl Jones,3/6/20,0
9581,Apryl Jones,3/7/20,0
9582,Apryl Jones,3/8/20,0
9583,Apryl Jones,3/9/20,0
9584,Apryl Jones,3/10/20,0
9585,Apryl Jones,3/11/20,0
9586,Apryl Jones,3/12/20,0
9587,Apryl Jones,3/13/20,0
9588,Apryl Jones,3/14/20,0
9589,Apryl Jones,3/15/20,0
9590,Apryl Jones,3/16/20,0
9591,Apryl Jones,3/17/20,0
9592,Apryl Jones,3/18/20,0
9593,Apryl Jones,3/19/20,0
9594,Apryl Jones,3/20/20,0
9595,Apryl Jones,3/21/20,0
9596,Apryl Jones,3/22/20,0
9597,Apryl Jones,3/23/20,0
9598,Apryl Jones,3/24/20,0
9599,Apryl Jones,3/25/20,0
9600,Apryl Jones,3/26/20,0
9601,Apryl Jones,3/27/20,0
9602,Apryl Jones,3/28/20,0
9603,Apryl Jones,3/29/20,0
9604,Apryl Jones,3/30/20,0
9605,Apryl Jones,3/31/20,0
9606,Apryl Jones,4/1/20,0
9607,Apryl Jones,4/2/20,0
9608,Apryl Jones,4/3/20,0
9609,Apryl Jones,4/4/20,0
9610,Apryl Jones,4/5/20,0
9611,Apryl Jones,4/6/20,0
9612,Apryl Jones,4/7/20,0
9613,Apryl Jones,4/8/20,0
9614,Apryl Jones,4/9/20,0
9615,Apryl Jones,4/10/20,0
9616,Apryl Jones,4/11/20,0
9617,Apryl Jones,4/12/20,0
9618,Apryl Jones,4/13/20,0
9619,Apryl Jones,4/14/20,0
9620,Apryl Jones,4/15/20,0
9621,Apryl Jones,4/16/20,0
9622,Apryl Jones,4/17/20,0
9623,Apryl Jones,4/18/20,0
9624,Apryl Jones,4/19/20,0
9625,Apryl Jones,4/20/20,0
9626,Apryl Jones,4/21/20,0
9627,Apryl Jones,4/22/20,0
9628,Apryl Jones,4/23/20,0
9629,Apryl Jones,4/24/20,0
9630,Apryl Jones,4/25/20,0
9631,Apryl Jones,4/26/20,0
9632,Apryl Jones,4/27/20,0
9633,Apryl Jones,4/28/20,0
9634,Apryl Jones,4/29/20,0
9635,Apryl Jones,4/30/20,0
9636,Apryl Jones,5/1/20,0
9637,Apryl Jones,5/2/20,0
9638,Yes Bank,1/2/20,1
9639,Yes Bank,1/3/20,0
9640,Yes Bank,1/4/20,2
9641,Yes Bank,1/5/20,0
9642,Yes Bank,1/6/20,0
9643,Yes Bank,1/7/20,1
9644,Yes Bank,1/8/20,0
9645,Yes Bank,1/9/20,24
9646,Yes Bank,1/10/20,29
9647,Yes Bank,1/11/20,12
9648,Yes Bank,1/12/20,37
9649,Yes Bank,1/13/20,8
9650,Yes Bank,1/14/20,18
9651,Yes Bank,1/15/20,44
9652,Yes Bank,1/16/20,5
9653,Yes Bank,1/17/20,3
9654,Yes Bank,1/18/20,0
9655,Yes Bank,1/19/20,4
9656,Yes Bank,1/20/20,1
9657,Yes Bank,1/21/20,0
9658,Yes Bank,1/22/20,0
9659,Yes Bank,1/23/20,0
9660,Yes Bank,1/24/20,0
9661,Yes Bank,1/25/20,0
9662,Yes Bank,1/26/20,0
9663,Yes Bank,1/27/20,0
9664,Yes Bank,1/28/20,1
9665,Yes Bank,1/29/20,3
9666,Yes Bank,1/30/20,0
9667,Yes Bank,1/31/20,4
9668,Yes Bank,2/1/20,0
9669,Yes Bank,2/2/20,1
9670,Yes Bank,2/3/20,0
9671,Yes Bank,2/4/20,0
9672,Yes Bank,2/5/20,1
9673,Yes Bank,2/6/20,0
9674,Yes Bank,2/7/20,8
9675,Yes Bank,2/8/20,0
9676,Yes Bank,2/9/20,0
9677,Yes Bank,2/10/20,0
9678,Yes Bank,2/11/20,4
9679,Yes Bank,2/12/20,2
9680,Yes Bank,2/13/20,1
9681,Yes Bank,2/14/20,0
9682,Yes Bank,2/15/20,0
9683,Yes Bank,2/16/20,0
9684,Yes Bank,2/17/20,0
9685,Yes Bank,2/18/20,0
9686,Yes Bank,2/19/20,1
9687,Yes Bank,2/20/20,0
9688,Yes Bank,2/21/20,0
9689,Yes Bank,2/22/20,1
9690,Yes Bank,2/23/20,0
9691,Yes Bank,2/24/20,0
9692,Yes Bank,2/25/20,0
9693,Yes Bank,2/26/20,4
9694,Yes Bank,2/27/20,6
9695,Yes Bank,2/28/20,0
9696,Yes Bank,2/29/20,0
9697,Yes Bank,3/1/20,74
9698,Yes Bank,3/2/20,17
9699,Yes Bank,3/3/20,6
9700,Yes Bank,3/4/20,7
9701,Yes Bank,3/5/20,3291
9702,Yes Bank,3/6/20,566
9703,Yes Bank,3/7/20,193
9704,Yes Bank,3/8/20,369
9705,Yes Bank,3/9/20,136
9706,Yes Bank,3/10/20,224
9707,Yes Bank,3/11/20,128
9708,Yes Bank,3/12/20,220
9709,Yes Bank,3/13/20,64
9710,Yes Bank,3/14/20,19
9711,Yes Bank,3/15/20,42
9712,Yes Bank,3/16/20,36
9713,Yes Bank,3/17/20,87
9714,Yes Bank,3/18/20,95
9715,Yes Bank,3/19/20,46
9716,Yes Bank,3/20/20,20
9717,Yes Bank,3/21/20,18
9718,Yes Bank,3/22/20,18
9719,Yes Bank,3/23/20,20
9720,Yes Bank,3/24/20,17
9721,Yes Bank,3/25/20,18
9722,Yes Bank,3/26/20,20
9723,Yes Bank,3/27/20,9
9724,Yes Bank,3/28/20,5
9725,Yes Bank,3/29/20,8
9726,Yes Bank,3/30/20,25
9727,Yes Bank,3/31/20,13
9728,Yes Bank,4/1/20,5
9729,Yes Bank,4/2/20,6
9730,Yes Bank,4/3/20,9
9731,Yes Bank,4/4/20,5
9732,Yes Bank,4/5/20,3
9733,Yes Bank,4/6/20,2
9734,Yes Bank,4/7/20,2
9735,Yes Bank,4/8/20,2
9736,Yes Bank,4/9/20,4
9737,Yes Bank,4/10/20,20
9738,Yes Bank,4/11/20,10
9739,Yes Bank,4/12/20,4
9740,Yes Bank,4/13/20,5
9741,Yes Bank,4/14/20,6
9742,Yes Bank,4/15/20,4
9743,Yes Bank,4/16/20,4
9744,Yes Bank,4/17/20,8
9745,Yes Bank,4/18/20,2
9746,Yes Bank,4/19/20,3
9747,Yes Bank,4/20/20,4
9748,Yes Bank,4/21/20,5
9749,Yes Bank,4/22/20,9
9750,Yes Bank,4/23/20,59
9751,Yes Bank,4/24/20,71
9752,Yes Bank,4/25/20,26
9753,Yes Bank,4/26/20,31
9754,Yes Bank,4/27/20,4
9755,Yes Bank,4/28/20,10
9756,Yes Bank,4/29/20,5
9757,Yes Bank,4/30/20,0
9758,Yes Bank,5/1/20,0
9759,Yes Bank,5/2/20,4
9760,Unsung Warrior,1/2/20,0
9761,Unsung Warrior,1/3/20,0
9762,Unsung Warrior,1/4/20,0
9763,Unsung Warrior,1/5/20,0
9764,Unsung Warrior,1/6/20,0
9765,Unsung Warrior,1/7/20,0
9766,Unsung Warrior,1/8/20,0
9767,Unsung Warrior,1/9/20,62
9768,Unsung Warrior,1/10/20,33
9769,Unsung Warrior,1/11/20,194
9770,Unsung Warrior,1/12/20,405
9771,Unsung Warrior,1/13/20,213
9772,Unsung Warrior,1/14/20,211
9773,Unsung Warrior,1/15/20,67
9774,Unsung Warrior,1/16/20,312
9775,Unsung Warrior,1/17/20,345
9776,Unsung Warrior,1/18/20,183
9777,Unsung Warrior,1/19/20,120
9778,Unsung Warrior,1/20/20,80
9779,Unsung Warrior,1/21/20,36
9780,Unsung Warrior,1/22/20,184
9781,Unsung Warrior,1/23/20,220
9782,Unsung Warrior,1/24/20,256
9783,Unsung Warrior,1/25/20,26
9784,Unsung Warrior,1/26/20,54
9785,Unsung Warrior,1/27/20,17
9786,Unsung Warrior,1/28/20,379
9787,Unsung Warrior,1/29/20,122
9788,Unsung Warrior,1/30/20,88
9789,Unsung Warrior,1/31/20,111
9790,Unsung Warrior,2/1/20,46
9791,Unsung Warrior,2/2/20,65
9792,Unsung Warrior,2/3/20,89
9793,Unsung Warrior,2/4/20,136
9794,Unsung Warrior,2/5/20,209
9795,Unsung Warrior,2/6/20,186
9796,Unsung Warrior,2/7/20,68
9797,Unsung Warrior,2/8/20,45
9798,Unsung Warrior,2/9/20,49
9799,Unsung Warrior,2/10/20,25
9800,Unsung Warrior,2/11/20,25
9801,Unsung Warrior,2/12/20,16
9802,Unsung Warrior,2/13/20,13
9803,Unsung Warrior,2/14/20,9
9804,Unsung Warrior,2/15/20,19
9805,Unsung Warrior,2/16/20,42
9806,Unsung Warrior,2/17/20,25
9807,Unsung Warrior,2/18/20,41
9808,Unsung Warrior,2/19/20,23
9809,Unsung Warrior,2/20/20,19
9810,Unsung Warrior,2/21/20,9
9811,Unsung Warrior,2/22/20,12
9812,Unsung Warrior,2/23/20,13
9813,Unsung Warrior,2/24/20,11
9814,Unsung Warrior,2/25/20,7
9815,Unsung Warrior,2/26/20,7
9816,Unsung Warrior,2/27/20,6
9817,Unsung Warrior,2/28/20,18
9818,Unsung Warrior,2/29/20,18
9819,Unsung Warrior,3/1/20,6
9820,Unsung Warrior,3/2/20,12
9821,Unsung Warrior,3/3/20,14
9822,Unsung Warrior,3/4/20,7
9823,Unsung Warrior,3/5/20,15
9824,Unsung Warrior,3/6/20,15
9825,Unsung Warrior,3/7/20,7
9826,Unsung Warrior,3/8/20,11
9827,Unsung Warrior,3/9/20,5
9828,Unsung Warrior,3/10/20,9
9829,Unsung Warrior,3/11/20,166
9830,Unsung Warrior,3/12/20,95
9831,Unsung Warrior,3/13/20,24
9832,Unsung Warrior,3/14/20,18
9833,Unsung Warrior,3/15/20,11
9834,Unsung Warrior,3/16/20,5
9835,Unsung Warrior,3/17/20,3
9836,Unsung Warrior,3/18/20,3
9837,Unsung Warrior,3/19/20,3
9838,Unsung Warrior,3/20/20,1
9839,Unsung Warrior,3/21/20,3
9840,Unsung Warrior,3/22/20,4
9841,Unsung Warrior,3/23/20,1
9842,Unsung Warrior,3/24/20,2
9843,Unsung Warrior,3/25/20,1
9844,Unsung Warrior,3/26/20,1
9845,Unsung Warrior,3/27/20,0
9846,Unsung Warrior,3/28/20,1
9847,Unsung Warrior,3/29/20,1
9848,Unsung Warrior,3/30/20,3
9849,Unsung Warrior,3/31/20,0
9850,Unsung Warrior,4/1/20,0
9851,Unsung Warrior,4/2/20,0
9852,Unsung Warrior,4/3/20,0
9853,Unsung Warrior,4/4/20,1
9854,Unsung Warrior,4/5/20,1
9855,Unsung Warrior,4/6/20,0
9856,Unsung Warrior,4/7/20,0
9857,Unsung Warrior,4/8/20,1
9858,Unsung Warrior,4/9/20,0
9859,Unsung Warrior,4/10/20,3
9860,Unsung Warrior,4/11/20,0
9861,Unsung Warrior,4/12/20,0
9862,Unsung Warrior,4/13/20,0
9863,Unsung Warrior,4/14/20,1
9864,Unsung Warrior,4/15/20,3
9865,Unsung Warrior,4/16/20,1
9866,Unsung Warrior,4/17/20,0
9867,Unsung Warrior,4/18/20,0
9868,Unsung Warrior,4/19/20,0
9869,Unsung Warrior,4/20/20,0
9870,Unsung Warrior,4/21/20,1
9871,Unsung Warrior,4/22/20,1
9872,Unsung Warrior,4/23/20,0
9873,Unsung Warrior,4/24/20,0
9874,Unsung Warrior,4/25/20,1
9875,Unsung Warrior,4/26/20,1
9876,Unsung Warrior,4/27/20,0
9877,Unsung Warrior,4/28/20,1
9878,Unsung Warrior,4/29/20,0
9879,Unsung Warrior,4/30/20,0
9880,Unsung Warrior,5/1/20,1
9881,Unsung Warrior,5/2/20,0
9882,Eddie Money,1/2/20,0
9883,Eddie Money,1/3/20,0
9884,Eddie Money,1/4/20,0
9885,Eddie Money,1/5/20,0
9886,Eddie Money,1/6/20,0
9887,Eddie Money,1/7/20,0
9888,Eddie Money,1/8/20,0
9889,Eddie Money,1/9/20,0
9890,Eddie Money,1/10/20,0
9891,Eddie Money,1/11/20,0
9892,Eddie Money,1/12/20,0
9893,Eddie Money,1/13/20,0
9894,Eddie Money,1/14/20,0
9895,Eddie Money,1/15/20,0
9896,Eddie Money,1/16/20,0
9897,Eddie Money,1/17/20,0
9898,Eddie Money,1/18/20,0
9899,Eddie Money,1/19/20,0
9900,Eddie Money,1/20/20,0
9901,Eddie Money,1/21/20,0
9902,Eddie Money,1/22/20,0
9903,Eddie Money,1/23/20,0
9904,Eddie Money,1/24/20,0
9905,Eddie Money,1/25/20,0
9906,Eddie Money,1/26/20,0
9907,Eddie Money,1/27/20,0
9908,Eddie Money,1/28/20,0
9909,Eddie Money,1/29/20,0
9910,Eddie Money,1/30/20,0
9911,Eddie Money,1/31/20,0
9912,Eddie Money,2/1/20,0
9913,Eddie Money,2/2/20,0
9914,Eddie Money,2/3/20,0
9915,Eddie Money,2/4/20,0
9916,Eddie Money,2/5/20,0
9917,Eddie Money,2/6/20,0
9918,Eddie Money,2/7/20,0
9919,Eddie Money,2/8/20,0
9920,Eddie Money,2/9/20,0
9921,Eddie Money,2/10/20,0
9922,Eddie Money,2/11/20,0
9923,Eddie Money,2/12/20,0
9924,Eddie Money,2/13/20,0
9925,Eddie Money,2/14/20,0
9926,Eddie Money,2/15/20,0
9927,Eddie Money,2/16/20,0
9928,Eddie Money,2/17/20,0
9929,Eddie Money,2/18/20,0
9930,Eddie Money,2/19/20,0
9931,Eddie Money,2/20/20,28
9932,Eddie Money,2/21/20,1737
9933,Eddie Money,2/22/20,1726
9934,Eddie Money,2/23/20,607
9935,Eddie Money,2/24/20,336
9936,Eddie Money,2/25/20,55
9937,Eddie Money,2/26/20,23
9938,Eddie Money,2/27/20,392
9939,Eddie Money,2/28/20,217
9940,Eddie Money,2/29/20,113
9941,Eddie Money,3/1/20,70
9942,Eddie Money,3/2/20,30
9943,Eddie Money,3/3/20,20
9944,Eddie Money,3/4/20,8
9945,Eddie Money,3/5/20,1
9946,Eddie Money,3/6/20,4
9947,Eddie Money,3/7/20,1
9948,Eddie Money,3/8/20,0
9949,Eddie Money,3/9/20,0
9950,Eddie Money,3/10/20,2
9951,Eddie Money,3/11/20,1
9952,Eddie Money,3/12/20,1
9953,Eddie Money,3/13/20,2
9954,Eddie Money,3/14/20,1
9955,Eddie Money,3/15/20,1
9956,Eddie Money,3/16/20,0
9957,Eddie Money,3/17/20,1
9958,Eddie Money,3/18/20,0
9959,Eddie Money,3/19/20,0
9960,Eddie Money,3/20/20,1
9961,Eddie Money,3/21/20,4
9962,Eddie Money,3/22/20,5
9963,Eddie Money,3/23/20,8
9964,Eddie Money,3/24/20,4
9965,Eddie Money,3/25/20,3
9966,Eddie Money,3/26/20,1
9967,Eddie Money,3/27/20,0
9968,Eddie Money,3/28/20,1
9969,Eddie Money,3/29/20,0
9970,Eddie Money,3/30/20,0
9971,Eddie Money,3/31/20,3
9972,Eddie Money,4/1/20,0
9973,Eddie Money,4/2/20,1
9974,Eddie Money,4/3/20,0
9975,Eddie Money,4/4/20,0
9976,Eddie Money,4/5/20,0
9977,Eddie Money,4/6/20,0
9978,Eddie Money,4/7/20,0
9979,Eddie Money,4/8/20,0
9980,Eddie Money,4/9/20,0
9981,Eddie Money,4/10/20,0
9982,Eddie Money,4/11/20,0
9983,Eddie Money,4/12/20,0
9984,Eddie Money,4/13/20,0
9985,Eddie Money,4/14/20,0
9986,Eddie Money,4/15/20,0
9987,Eddie Money,4/16/20,0
9988,Eddie Money,4/17/20,0
9989,Eddie Money,4/18/20,0
9990,Eddie Money,4/19/20,0
9991,Eddie Money,4/20/20,0
9992,Eddie Money,4/21/20,0
9993,Eddie Money,4/22/20,0
9994,Eddie Money,4/23/20,0
9995,Eddie Money,4/24/20,0
9996,Eddie Money,4/25/20,0
9997,Eddie Money,4/26/20,0
9998,Eddie Money,4/27/20,0
9999,Eddie Money,4/28/20,0
10000,Eddie Money,4/29/20,0
10001,Eddie Money,4/30/20,0
10002,Eddie Money,5/1/20,0
10003,Eddie Money,5/2/20,0
10004,Santosh Gangwar,1/2/20,0
10005,Santosh Gangwar,1/3/20,0
10006,Santosh Gangwar,1/4/20,0
10007,Santosh Gangwar,1/5/20,0
10008,Santosh Gangwar,1/6/20,3923
10009,Santosh Gangwar,1/7/20,1186
10010,Santosh Gangwar,1/8/20,25
10011,Santosh Gangwar,1/9/20,4
10012,Santosh Gangwar,1/10/20,1
10013,Santosh Gangwar,1/11/20,0
10014,Santosh Gangwar,1/12/20,2
10015,Santosh Gangwar,1/13/20,0
10016,Santosh Gangwar,1/14/20,0
10017,Santosh Gangwar,1/15/20,0
10018,Santosh Gangwar,1/16/20,1
10019,Santosh Gangwar,1/17/20,0
10020,Santosh Gangwar,1/18/20,0
10021,Santosh Gangwar,1/19/20,3
10022,Santosh Gangwar,1/20/20,3
10023,Santosh Gangwar,1/21/20,0
10024,Santosh Gangwar,1/22/20,3
10025,Santosh Gangwar,1/23/20,0
10026,Santosh Gangwar,1/24/20,0
10027,Santosh Gangwar,1/25/20,0
10028,Santosh Gangwar,1/26/20,0
10029,Santosh Gangwar,1/27/20,1
10030,Santosh Gangwar,1/28/20,22
10031,Santosh Gangwar,1/29/20,5
10032,Santosh Gangwar,1/30/20,3
10033,Santosh Gangwar,1/31/20,0
10034,Santosh Gangwar,2/1/20,0
10035,Santosh Gangwar,2/2/20,1
10036,Santosh Gangwar,2/3/20,1
10037,Santosh Gangwar,2/4/20,0
10038,Santosh Gangwar,2/5/20,0
10039,Santosh Gangwar,2/6/20,1
10040,Santosh Gangwar,2/7/20,1
10041,Santosh Gangwar,2/8/20,0
10042,Santosh Gangwar,2/9/20,2
10043,Santosh Gangwar,2/10/20,0
10044,Santosh Gangwar,2/11/20,1
10045,Santosh Gangwar,2/12/20,3
10046,Santosh Gangwar,2/13/20,0
10047,Santosh Gangwar,2/14/20,0
10048,Santosh Gangwar,2/15/20,0
10049,Santosh Gangwar,2/16/20,0
10050,Santosh Gangwar,2/17/20,0
10051,Santosh Gangwar,2/18/20,0
10052,Santosh Gangwar,2/19/20,0
10053,Santosh Gangwar,2/20/20,0
10054,Santosh Gangwar,2/21/20,0
10055,Santosh Gangwar,2/22/20,0
10056,Santosh Gangwar,2/23/20,0
10057,Santosh Gangwar,2/24/20,0
10058,Santosh Gangwar,2/25/20,0
10059,Santosh Gangwar,2/26/20,0
10060,Santosh Gangwar,2/27/20,0
10061,Santosh Gangwar,2/28/20,0
10062,Santosh Gangwar,2/29/20,0
10063,Santosh Gangwar,3/1/20,0
10064,Santosh Gangwar,3/2/20,0
10065,Santosh Gangwar,3/3/20,0
10066,Santosh Gangwar,3/4/20,50
10067,Santosh Gangwar,3/5/20,49
10068,Santosh Gangwar,3/6/20,15
10069,Santosh Gangwar,3/7/20,1
10070,Santosh Gangwar,3/8/20,3
10071,Santosh Gangwar,3/9/20,6
10072,Santosh Gangwar,3/10/20,11
10073,Santosh Gangwar,3/11/20,12
10074,Santosh Gangwar,3/12/20,6
10075,Santosh Gangwar,3/13/20,2
10076,Santosh Gangwar,3/14/20,0
10077,Santosh Gangwar,3/15/20,4
10078,Santosh Gangwar,3/16/20,1
10079,Santosh Gangwar,3/17/20,2
10080,Santosh Gangwar,3/18/20,3
10081,Santosh Gangwar,3/19/20,1
10082,Santosh Gangwar,3/20/20,4
10083,Santosh Gangwar,3/21/20,0
10084,Santosh Gangwar,3/22/20,3
10085,Santosh Gangwar,3/23/20,2
10086,Santosh Gangwar,3/24/20,2
10087,Santosh Gangwar,3/25/20,3
10088,Santosh Gangwar,3/26/20,2
10089,Santosh Gangwar,3/27/20,1
10090,Santosh Gangwar,3/28/20,0
10091,Santosh Gangwar,3/29/20,1
10092,Santosh Gangwar,3/30/20,0
10093,Santosh Gangwar,3/31/20,6
10094,Santosh Gangwar,4/1/20,9
10095,Santosh Gangwar,4/2/20,10
10096,Santosh Gangwar,4/3/20,6
10097,Santosh Gangwar,4/4/20,0
10098,Santosh Gangwar,4/5/20,4
10099,Santosh Gangwar,4/6/20,0
10100,Santosh Gangwar,4/7/20,7
10101,Santosh Gangwar,4/8/20,2
10102,Santosh Gangwar,4/9/20,2
10103,Santosh Gangwar,4/10/20,2
10104,Santosh Gangwar,4/11/20,1
10105,Santosh Gangwar,4/12/20,0
10106,Santosh Gangwar,4/13/20,2
10107,Santosh Gangwar,4/14/20,6
10108,Santosh Gangwar,4/15/20,8
10109,Santosh Gangwar,4/16/20,1
10110,Santosh Gangwar,4/17/20,2
10111,Santosh Gangwar,4/18/20,1
10112,Santosh Gangwar,4/19/20,3
10113,Santosh Gangwar,4/20/20,3
10114,Santosh Gangwar,4/21/20,13
10115,Santosh Gangwar,4/22/20,3
10116,Santosh Gangwar,4/23/20,5
10117,Santosh Gangwar,4/24/20,7
10118,Santosh Gangwar,4/25/20,5
10119,Santosh Gangwar,4/26/20,9
10120,Santosh Gangwar,4/27/20,11
10121,Santosh Gangwar,4/28/20,3
10122,Santosh Gangwar,4/29/20,7
10123,Santosh Gangwar,4/30/20,5
10124,Santosh Gangwar,5/1/20,5
10125,Santosh Gangwar,5/2/20,1
10126,mannerism,1/2/20,0
10127,mannerism,1/3/20,0
10128,mannerism,1/4/20,0
10129,mannerism,1/5/20,0
10130,mannerism,1/6/20,0
10131,mannerism,1/7/20,0
10132,mannerism,1/8/20,0
10133,mannerism,1/9/20,0
10134,mannerism,1/10/20,0
10135,mannerism,1/11/20,0
10136,mannerism,1/12/20,0
10137,mannerism,1/13/20,0
10138,mannerism,1/14/20,0
10139,mannerism,1/15/20,0
10140,mannerism,1/16/20,0
10141,mannerism,1/17/20,0
10142,mannerism,1/18/20,0
10143,mannerism,1/19/20,0
10144,mannerism,1/20/20,0
10145,mannerism,1/21/20,0
10146,mannerism,1/22/20,0
10147,mannerism,1/23/20,0
10148,mannerism,1/24/20,0
10149,mannerism,1/25/20,0
10150,mannerism,1/26/20,0
10151,mannerism,1/27/20,0
10152,mannerism,1/28/20,0
10153,mannerism,1/29/20,0
10154,mannerism,1/30/20,0
10155,mannerism,1/31/20,0
10156,mannerism,2/1/20,0
10157,mannerism,2/2/20,0
10158,mannerism,2/3/20,0
10159,mannerism,2/4/20,0
10160,mannerism,2/5/20,0
10161,mannerism,2/6/20,0
10162,mannerism,2/7/20,0
10163,mannerism,2/8/20,0
10164,mannerism,2/9/20,0
10165,mannerism,2/10/20,0
10166,mannerism,2/11/20,0
10167,mannerism,2/12/20,0
10168,mannerism,2/13/20,0
10169,mannerism,2/14/20,0
10170,mannerism,2/15/20,0
10171,mannerism,2/16/20,0
10172,mannerism,2/17/20,0
10173,mannerism,2/18/20,0
10174,mannerism,2/19/20,0
10175,mannerism,2/20/20,0
10176,mannerism,2/21/20,0
10177,mannerism,2/22/20,0
10178,mannerism,2/23/20,0
10179,mannerism,2/24/20,0
10180,mannerism,2/25/20,0
10181,mannerism,2/26/20,0
10182,mannerism,2/27/20,0
10183,mannerism,2/28/20,0
10184,mannerism,2/29/20,0
10185,mannerism,3/1/20,0
10186,mannerism,3/2/20,0
10187,mannerism,3/3/20,0
10188,mannerism,3/4/20,0
10189,mannerism,3/5/20,0
10190,mannerism,3/6/20,0
10191,mannerism,3/7/20,0
10192,mannerism,3/8/20,0
10193,mannerism,3/9/20,0
10194,mannerism,3/10/20,0
10195,mannerism,3/11/20,0
10196,mannerism,3/12/20,0
10197,mannerism,3/13/20,0
10198,mannerism,3/14/20,0
10199,mannerism,3/15/20,0
10200,mannerism,3/16/20,0
10201,mannerism,3/17/20,0
10202,mannerism,3/18/20,0
10203,mannerism,3/19/20,0
10204,mannerism,3/20/20,0
10205,mannerism,3/21/20,0
10206,mannerism,3/22/20,0
10207,mannerism,3/23/20,0
10208,mannerism,3/24/20,0
10209,mannerism,3/25/20,0
10210,mannerism,3/26/20,0
10211,mannerism,3/27/20,0
10212,mannerism,3/28/20,0
10213,mannerism,3/29/20,0
10214,mannerism,3/30/20,0
10215,mannerism,3/31/20,0
10216,mannerism,4/1/20,0
10217,mannerism,4/2/20,0
10218,mannerism,4/3/20,0
10219,mannerism,4/4/20,0
10220,mannerism,4/5/20,0
10221,mannerism,4/6/20,0
10222,mannerism,4/7/20,0
10223,mannerism,4/8/20,0
10224,mannerism,4/9/20,0
10225,mannerism,4/10/20,0
10226,mannerism,4/11/20,0
10227,mannerism,4/12/20,0
10228,mannerism,4/13/20,0
10229,mannerism,4/14/20,0
10230,mannerism,4/15/20,0
10231,mannerism,4/16/20,0
10232,mannerism,4/17/20,0
10233,mannerism,4/18/20,0
10234,mannerism,4/19/20,0
10235,mannerism,4/20/20,0
10236,mannerism,4/21/20,0
10237,mannerism,4/22/20,0
10238,mannerism,4/23/20,0
10239,mannerism,4/24/20,0
10240,mannerism,4/25/20,0
10241,mannerism,4/26/20,0
10242,mannerism,4/27/20,0
10243,mannerism,4/28/20,0
10244,mannerism,4/29/20,0
10245,mannerism,4/30/20,0
10246,mannerism,5/1/20,0
10247,mannerism,5/2/20,0
10248,R,1/2/20,28
10249,R,1/3/20,56
10250,R,1/4/20,34
10251,R,1/5/20,30
10252,R,1/6/20,71
10253,R,1/7/20,42
10254,R,1/8/20,110
10255,R,1/9/20,79
10256,R,1/10/20,56
10257,R,1/11/20,46
10258,R,1/12/20,15
10259,R,1/13/20,33
10260,R,1/14/20,160
10261,R,1/15/20,81
