,peak_duration,peak_size,entity,peak_start_date
1600,0,3,Colin Kaepernick,2020-01-06
1601,0,3,Colin Kaepernick,2020-01-07
1602,0,1,Colin Kaepernick,2020-01-08
1603,0,2,Colin Kaepernick,2020-01-09
1604,0,3,Colin Kaepernick,2020-01-10
1605,0,3,Colin Kaepernick,2020-01-11
1606,0,2,Colin Kaepernick,2020-01-12
1607,0,1,Colin Kaepernick,2020-01-13
1608,0,1,Colin Kaepernick,2020-01-14
1609,0,2,Colin Kaepernick,2020-01-15
1610,0,2,Colin Kaepernick,2020-01-16
1611,0,2,Colin Kaepernick,2020-01-17
1612,0,2,Colin Kaepernick,2020-01-18
1613,0,2,Colin Kaepernick,2020-01-19
1614,0,2,Colin Kaepernick,2020-01-20
1615,0,3,Colin Kaepernick,2020-01-21
1616,0,3,Colin Kaepernick,2020-01-22
1617,0,3,Colin Kaepernick,2020-01-23
1618,0,3,Colin Kaepernick,2020-01-24
1619,0,3,Colin Kaepernick,2020-01-25
1620,0,3,Colin Kaepernick,2020-01-26
1621,0,3,Colin Kaepernick,2020-01-27
1622,0,3,Colin Kaepernick,2020-01-28
1623,6,45,Colin Kaepernick,2020-01-29
1624,5,30,Colin Kaepernick,2020-02-05
1625,0,8,Colin Kaepernick,2020-02-11
1626,0,2,Colin Kaepernick,2020-02-12
1627,0,2,Colin Kaepernick,2020-02-13
1628,0,2,Colin Kaepernick,2020-02-14
1629,0,2,Colin Kaepernick,2020-02-15
1630,0,1,Colin Kaepernick,2020-02-16
1631,0,1,Colin Kaepernick,2020-02-17
1632,0,0,Colin Kaepernick,2020-02-18
1633,0,0,Colin Kaepernick,2020-02-19
1634,0,0,Colin Kaepernick,2020-02-20
1635,0,0,Colin Kaepernick,2020-02-21
1636,0,0,Colin Kaepernick,2020-02-22
1637,0,0,Colin Kaepernick,2020-02-23
1638,0,0,Colin Kaepernick,2020-02-24
1639,0,0,Colin Kaepernick,2020-02-25
1640,0,0,Colin Kaepernick,2020-02-26
1641,0,0,Colin Kaepernick,2020-02-27
1642,0,0,Colin Kaepernick,2020-02-28
1643,0,0,Colin Kaepernick,2020-02-29
1644,0,0,Colin Kaepernick,2020-03-01
1645,0,1,Colin Kaepernick,2020-03-02
1646,0,1,Colin Kaepernick,2020-03-03
1647,0,1,Colin Kaepernick,2020-03-04
1648,0,1,Colin Kaepernick,2020-03-05
1649,0,1,Colin Kaepernick,2020-03-06
1650,0,0,Colin Kaepernick,2020-03-07
1651,0,0,Colin Kaepernick,2020-03-08
1652,0,0,Colin Kaepernick,2020-03-09
1653,0,0,Colin Kaepernick,2020-03-10
1654,0,0,Colin Kaepernick,2020-03-11
1655,0,0,Colin Kaepernick,2020-03-12
1656,0,0,Colin Kaepernick,2020-03-13
1657,0,0,Colin Kaepernick,2020-03-14
1658,0,0,Colin Kaepernick,2020-03-15
1659,0,1,Colin Kaepernick,2020-03-16
1660,0,1,Colin Kaepernick,2020-03-17
1661,0,1,Colin Kaepernick,2020-03-18
1662,0,1,Colin Kaepernick,2020-03-19
1663,0,2,Colin Kaepernick,2020-03-20
1664,0,2,Colin Kaepernick,2020-03-21
1665,0,2,Colin Kaepernick,2020-03-22
1666,0,2,Colin Kaepernick,2020-03-23
1667,0,2,Colin Kaepernick,2020-03-24
1668,0,1,Colin Kaepernick,2020-03-25
1669,0,0,Colin Kaepernick,2020-03-26
1670,0,0,Colin Kaepernick,2020-03-27
1671,0,0,Colin Kaepernick,2020-03-28
1672,0,0,Colin Kaepernick,2020-03-29
1673,0,0,Colin Kaepernick,2020-03-30
1674,0,0,Colin Kaepernick,2020-03-31
1675,0,0,Colin Kaepernick,2020-04-01
1676,0,0,Colin Kaepernick,2020-04-02
1677,0,0,Colin Kaepernick,2020-04-03
1678,0,0,Colin Kaepernick,2020-04-04
1679,0,0,Colin Kaepernick,2020-04-05
1680,0,0,Colin Kaepernick,2020-04-06
1681,0,0,Colin Kaepernick,2020-04-07
1682,0,0,Colin Kaepernick,2020-04-08
1683,0,0,Colin Kaepernick,2020-04-09
1684,0,0,Colin Kaepernick,2020-04-10
1685,0,0,Colin Kaepernick,2020-04-11
1686,0,0,Colin Kaepernick,2020-04-12
1687,0,0,Colin Kaepernick,2020-04-13
1688,0,0,Colin Kaepernick,2020-04-14
1689,0,0,Colin Kaepernick,2020-04-15
1690,0,0,Colin Kaepernick,2020-04-16
1691,0,0,Colin Kaepernick,2020-04-17
1692,0,0,Colin Kaepernick,2020-04-18
1693,0,0,Colin Kaepernick,2020-04-19
1694,0,0,Colin Kaepernick,2020-04-20
1695,0,0,Colin Kaepernick,2020-04-21
1696,0,0,Colin Kaepernick,2020-04-22
1697,0,0,Colin Kaepernick,2020-04-23
1698,0,0,Colin Kaepernick,2020-04-24
1699,0,0,Colin Kaepernick,2020-04-25
1700,0,0,Colin Kaepernick,2020-04-26
1701,0,0,Colin Kaepernick,2020-04-27
1702,0,2,DJ Akademiks,2020-01-02
1703,0,2,DJ Akademiks,2020-01-03
1704,0,0,DJ Akademiks,2020-01-04
1705,0,0,DJ Akademiks,2020-01-05
1706,0,0,DJ Akademiks,2020-01-06
1707,0,0,DJ Akademiks,2020-01-07
1708,0,0,DJ Akademiks,2020-01-08
1709,0,1,DJ Akademiks,2020-01-09
1710,0,1,DJ Akademiks,2020-01-10
1711,0,1,DJ Akademiks,2020-01-11
1712,0,1,DJ Akademiks,2020-01-12
1713,0,1,DJ Akademiks,2020-01-13
1714,0,1,DJ Akademiks,2020-01-14
1715,0,1,DJ Akademiks,2020-01-15
1716,0,0,DJ Akademiks,2020-01-16
1717,0,0,DJ Akademiks,2020-01-17
1718,0,0,DJ Akademiks,2020-01-18
1719,0,0,DJ Akademiks,2020-01-19
1720,0,0,DJ Akademiks,2020-01-20
1721,0,1,DJ Akademiks,2020-01-21
1722,0,1,DJ Akademiks,2020-01-22
1723,0,1,DJ Akademiks,2020-01-23
1724,0,2,DJ Akademiks,2020-01-24
1725,6,128,DJ Akademiks,2020-01-25
1726,0,11,DJ Akademiks,2020-02-01
1727,0,10,DJ Akademiks,2020-02-02
1728,0,2,DJ Akademiks,2020-02-03
1729,0,2,DJ Akademiks,2020-02-04
1730,0,2,DJ Akademiks,2020-02-05
1731,0,2,DJ Akademiks,2020-02-06
1732,0,2,DJ Akademiks,2020-02-07
1733,0,2,DJ Akademiks,2020-02-08
1734,0,1,DJ Akademiks,2020-02-09
1735,0,1,DJ Akademiks,2020-02-10
1736,0,1,DJ Akademiks,2020-02-11
1737,0,1,DJ Akademiks,2020-02-12
1738,0,1,DJ Akademiks,2020-02-13
1739,0,1,DJ Akademiks,2020-02-14
1740,0,1,DJ Akademiks,2020-02-15
1741,0,1,DJ Akademiks,2020-02-16
1742,0,1,DJ Akademiks,2020-02-17
1743,0,0,DJ Akademiks,2020-02-18
1744,0,0,DJ Akademiks,2020-02-19
1745,0,0,DJ Akademiks,2020-02-20
1746,0,0,DJ Akademiks,2020-02-21
1747,0,0,DJ Akademiks,2020-02-22
1748,0,0,DJ Akademiks,2020-02-23
1749,0,0,DJ Akademiks,2020-02-24
1750,0,0,DJ Akademiks,2020-02-25
1751,0,0,DJ Akademiks,2020-02-26
1752,0,0,DJ Akademiks,2020-02-27
1753,0,0,DJ Akademiks,2020-02-28
1754,0,0,DJ Akademiks,2020-02-29
1755,0,0,DJ Akademiks,2020-03-01
1756,0,0,DJ Akademiks,2020-03-02
1757,0,0,DJ Akademiks,2020-03-03
1758,0,0,DJ Akademiks,2020-03-04
1759,0,0,DJ Akademiks,2020-03-05
1760,0,0,DJ Akademiks,2020-03-06
1761,0,0,DJ Akademiks,2020-03-07
1762,0,0,DJ Akademiks,2020-03-08
1763,0,0,DJ Akademiks,2020-03-09
1764,0,0,DJ Akademiks,2020-03-10
1765,0,0,DJ Akademiks,2020-03-11
1766,0,0,DJ Akademiks,2020-03-12
1767,0,0,DJ Akademiks,2020-03-13
1768,0,0,DJ Akademiks,2020-03-14
1769,0,0,DJ Akademiks,2020-03-15
1770,0,0,DJ Akademiks,2020-03-16
1771,0,0,DJ Akademiks,2020-03-17
1772,0,0,DJ Akademiks,2020-03-18
1773,0,0,DJ Akademiks,2020-03-19
1774,0,0,DJ Akademiks,2020-03-20
1775,0,0,DJ Akademiks,2020-03-21
1776,0,0,DJ Akademiks,2020-03-22
1777,0,0,DJ Akademiks,2020-03-23
1778,0,0,DJ Akademiks,2020-03-24
1779,0,0,DJ Akademiks,2020-03-25
1780,0,0,DJ Akademiks,2020-03-26
1781,0,0,DJ Akademiks,2020-03-27
1782,0,0,DJ Akademiks,2020-03-28
1783,0,0,DJ Akademiks,2020-03-29
1784,0,0,DJ Akademiks,2020-03-30
1785,0,0,DJ Akademiks,2020-03-31
1786,0,0,DJ Akademiks,2020-04-01
1787,0,0,DJ Akademiks,2020-04-02
1788,0,0,DJ Akademiks,2020-04-03
1789,0,0,DJ Akademiks,2020-04-04
1790,0,0,DJ Akademiks,2020-04-05
1791,0,0,DJ Akademiks,2020-04-06
1792,0,0,DJ Akademiks,2020-04-07
1793,0,0,DJ Akademiks,2020-04-08
1794,0,0,DJ Akademiks,2020-04-09
1795,0,0,DJ Akademiks,2020-04-10
1796,0,0,DJ Akademiks,2020-04-11
1797,0,0,DJ Akademiks,2020-04-12
1798,0,0,DJ Akademiks,2020-04-13
1799,0,0,DJ Akademiks,2020-04-14
1800,0,0,DJ Akademiks,2020-04-15
1801,0,0,DJ Akademiks,2020-04-16
1802,0,0,DJ Akademiks,2020-04-17
1803,0,0,DJ Akademiks,2020-04-18
1804,0,0,DJ Akademiks,2020-04-19
1805,0,0,DJ Akademiks,2020-04-20
1806,0,0,DJ Akademiks,2020-04-21
1807,0,0,DJ Akademiks,2020-04-22
1808,0,0,DJ Akademiks,2020-04-23
1809,0,0,DJ Akademiks,2020-04-24
1810,0,0,DJ Akademiks,2020-04-25
1811,0,0,DJ Akademiks,2020-04-26
1812,117,0,DJ Akademiks,2020-04-27
1813,0,57,DaBaby,2020-01-02
1814,0,59,DaBaby,2020-01-03
1815,0,93,DaBaby,2020-01-04
1816,0,102,DaBaby,2020-01-05
1817,0,65,DaBaby,2020-01-06
1818,0,45,DaBaby,2020-01-07
1819,0,11,DaBaby,2020-01-08
1820,0,11,DaBaby,2020-01-09
1821,0,11,DaBaby,2020-01-10
1822,0,38,DaBaby,2020-01-11
1823,0,40,DaBaby,2020-01-12
1824,0,40,DaBaby,2020-01-13
1825,0,57,DaBaby,2020-01-14
1826,0,44,DaBaby,2020-01-15
1827,0,44,DaBaby,2020-01-16
1828,0,44,DaBaby,2020-01-17
1829,0,40,DaBaby,2020-01-18
1830,0,19,DaBaby,2020-01-19
1831,0,19,DaBaby,2020-01-20
1832,0,30,DaBaby,2020-01-21
1833,0,22,DaBaby,2020-01-22
1834,0,22,DaBaby,2020-01-23
1835,0,25,DaBaby,2020-01-24
1836,0,25,DaBaby,2020-01-25
1837,0,23,DaBaby,2020-01-26
1838,0,23,DaBaby,2020-01-27
1839,0,20,DaBaby,2020-01-28
1840,0,7,DaBaby,2020-01-29
1841,0,39,DaBaby,2020-01-30
1842,0,109,DaBaby,2020-01-31
1843,0,109,DaBaby,2020-02-01
1844,0,104,DaBaby,2020-02-02
1845,0,110,DaBaby,2020-02-03
1846,0,110,DaBaby,2020-02-04
1847,0,18,DaBaby,2020-02-05
1848,0,10,DaBaby,2020-02-06
1849,0,23,DaBaby,2020-02-07
1850,0,22,DaBaby,2020-02-08
1851,0,144,DaBaby,2020-02-09
1852,0,144,DaBaby,2020-02-10
1853,0,127,DaBaby,2020-02-11
1854,0,127,DaBaby,2020-02-12
1855,0,141,DaBaby,2020-02-13
1856,0,38,DaBaby,2020-02-14
1857,0,32,DaBaby,2020-02-15
1858,0,34,DaBaby,2020-02-16
1859,0,24,DaBaby,2020-02-17
1860,0,24,DaBaby,2020-02-18
1861,0,12,DaBaby,2020-02-19
1862,0,12,DaBaby,2020-02-20
1863,0,12,DaBaby,2020-02-21
1864,0,12,DaBaby,2020-02-22
1865,0,13,DaBaby,2020-02-23
1866,0,13,DaBaby,2020-02-24
1867,0,12,DaBaby,2020-02-25
1868,0,12,DaBaby,2020-02-26
1869,0,12,DaBaby,2020-02-27
1870,0,13,DaBaby,2020-02-28
1871,0,14,DaBaby,2020-02-29
1872,0,14,DaBaby,2020-03-01
1873,0,14,DaBaby,2020-03-02
1874,6,3021,DaBaby,2020-03-03
1875,0,485,DaBaby,2020-03-10
1876,0,504,DaBaby,2020-03-11
1877,0,507,DaBaby,2020-03-12
1878,0,166,DaBaby,2020-03-13
1879,0,27,DaBaby,2020-03-14
1880,0,14,DaBaby,2020-03-15
1881,0,11,DaBaby,2020-03-16
1882,0,10,DaBaby,2020-03-17
1883,0,6,DaBaby,2020-03-18
1884,0,4,DaBaby,2020-03-19
1885,0,4,DaBaby,2020-03-20
1886,0,13,DaBaby,2020-03-21
1887,0,28,DaBaby,2020-03-22
1888,0,35,DaBaby,2020-03-23
1889,0,33,DaBaby,2020-03-24
1890,0,31,DaBaby,2020-03-25
1891,0,31,DaBaby,2020-03-26
1892,0,74,DaBaby,2020-03-27
1893,0,176,DaBaby,2020-03-28
1894,0,168,DaBaby,2020-03-29
1895,0,160,DaBaby,2020-03-30
1896,0,133,DaBaby,2020-03-31
1897,0,163,DaBaby,2020-04-01
1898,0,63,DaBaby,2020-04-02
1899,0,40,DaBaby,2020-04-03
1900,0,46,DaBaby,2020-04-04
1901,0,21,DaBaby,2020-04-05
1902,0,19,DaBaby,2020-04-06
1903,0,19,DaBaby,2020-04-07
1904,0,5,DaBaby,2020-04-08
1905,0,3,DaBaby,2020-04-09
1906,0,98,DaBaby,2020-04-10
1907,0,98,DaBaby,2020-04-11
1908,0,97,DaBaby,2020-04-12
1909,0,469,DaBaby,2020-04-13
1910,0,453,DaBaby,2020-04-14
1911,0,453,DaBaby,2020-04-15
1912,0,453,DaBaby,2020-04-16
1913,0,449,DaBaby,2020-04-17
1914,0,374,DaBaby,2020-04-18
1915,0,207,DaBaby,2020-04-19
1916,0,72,DaBaby,2020-04-20
1917,0,34,DaBaby,2020-04-21
1918,0,42,DaBaby,2020-04-22
1919,0,42,DaBaby,2020-04-23
1920,0,42,DaBaby,2020-04-24
1921,0,42,DaBaby,2020-04-25
1922,0,11,DaBaby,2020-04-26
1923,5,461,DaBaby,2020-04-27
1924,0,0,David Lee Roth,2020-01-02
1925,0,0,David Lee Roth,2020-01-03
1926,0,0,David Lee Roth,2020-01-04
1927,0,0,David Lee Roth,2020-01-05
1928,0,0,David Lee Roth,2020-01-06
1929,0,0,David Lee Roth,2020-01-07
1930,0,0,David Lee Roth,2020-01-08
1931,0,0,David Lee Roth,2020-01-09
1932,0,0,David Lee Roth,2020-01-10
1933,0,0,David Lee Roth,2020-01-11
1934,0,0,David Lee Roth,2020-01-12
1935,0,0,David Lee Roth,2020-01-13
1936,0,0,David Lee Roth,2020-01-14
1937,0,0,David Lee Roth,2020-01-15
1938,0,0,David Lee Roth,2020-01-16
1939,0,0,David Lee Roth,2020-01-17
1940,0,0,David Lee Roth,2020-01-18
1941,0,0,David Lee Roth,2020-01-19
1942,0,0,David Lee Roth,2020-01-20
1943,0,0,David Lee Roth,2020-01-21
1944,0,0,David Lee Roth,2020-01-22
1945,0,2,David Lee Roth,2020-01-23
1946,0,2,David Lee Roth,2020-01-24
1947,0,2,David Lee Roth,2020-01-25
1948,0,2,David Lee Roth,2020-01-26
1949,5,486,David Lee Roth,2020-01-27
1950,0,430,David Lee Roth,2020-02-02
1951,0,168,David Lee Roth,2020-02-03
1952,0,168,David Lee Roth,2020-02-04
1953,0,168,David Lee Roth,2020-02-05
1954,0,168,David Lee Roth,2020-02-06
1955,0,173,David Lee Roth,2020-02-07
1956,0,102,David Lee Roth,2020-02-08
1957,0,27,David Lee Roth,2020-02-09
1958,0,14,David Lee Roth,2020-02-10
1959,0,14,David Lee Roth,2020-02-11
1960,0,14,David Lee Roth,2020-02-12
1961,0,11,David Lee Roth,2020-02-13
1962,0,11,David Lee Roth,2020-02-14
1963,0,3,David Lee Roth,2020-02-15
1964,6,1737,David Lee Roth,2020-02-16
1965,0,274,David Lee Roth,2020-02-23
1966,0,110,David Lee Roth,2020-02-24
1967,0,46,David Lee Roth,2020-02-25
1968,0,47,David Lee Roth,2020-02-26
1969,0,42,David Lee Roth,2020-02-27
1970,0,42,David Lee Roth,2020-02-28
1971,0,6,David Lee Roth,2020-02-29
1972,0,6,David Lee Roth,2020-03-01
1973,0,8,David Lee Roth,2020-03-02
1974,0,9,David Lee Roth,2020-03-03
1975,0,6,David Lee Roth,2020-03-04
1976,0,6,David Lee Roth,2020-03-05
1977,0,1,David Lee Roth,2020-03-06
1978,0,0,David Lee Roth,2020-03-07
1979,0,50,David Lee Roth,2020-03-08
1980,0,50,David Lee Roth,2020-03-09
1981,0,50,David Lee Roth,2020-03-10
1982,0,50,David Lee Roth,2020-03-11
1983,0,50,David Lee Roth,2020-03-12
1984,0,17,David Lee Roth,2020-03-13
1985,0,4,David Lee Roth,2020-03-14
1986,0,1,David Lee Roth,2020-03-15
1987,0,3,David Lee Roth,2020-03-16
1988,0,3,David Lee Roth,2020-03-17
1989,0,3,David Lee Roth,2020-03-18
1990,0,3,David Lee Roth,2020-03-19
1991,0,8,David Lee Roth,2020-03-20
1992,0,8,David Lee Roth,2020-03-21
1993,0,8,David Lee Roth,2020-03-22
1994,0,8,David Lee Roth,2020-03-23
1995,0,8,David Lee Roth,2020-03-24
1996,0,4,David Lee Roth,2020-03-25
1997,0,4,David Lee Roth,2020-03-26
1998,0,6,David Lee Roth,2020-03-27
1999,0,6,David Lee Roth,2020-03-28
2000,0,4,David Lee Roth,2020-03-29
2001,0,5,David Lee Roth,2020-03-30
2002,0,5,David Lee Roth,2020-03-31
2003,0,5,David Lee Roth,2020-04-01
2004,0,5,David Lee Roth,2020-04-02
2005,0,5,David Lee Roth,2020-04-03
2006,0,3,David Lee Roth,2020-04-04
2007,0,2,David Lee Roth,2020-04-05
2008,0,3,David Lee Roth,2020-04-06
2009,0,3,David Lee Roth,2020-04-07
2010,0,3,David Lee Roth,2020-04-08
2011,0,4,David Lee Roth,2020-04-09
2012,0,4,David Lee Roth,2020-04-10
2013,0,4,David Lee Roth,2020-04-11
2014,0,4,David Lee Roth,2020-04-12
2015,0,4,David Lee Roth,2020-04-13
2016,0,4,David Lee Roth,2020-04-14
2017,0,4,David Lee Roth,2020-04-15
2018,0,4,David Lee Roth,2020-04-16
2019,0,2,David Lee Roth,2020-04-17
2020,0,1,David Lee Roth,2020-04-18
2021,0,4,David Lee Roth,2020-04-19
2022,0,4,David Lee Roth,2020-04-20
2023,0,4,David Lee Roth,2020-04-21
2024,0,4,David Lee Roth,2020-04-22
2025,0,4,David Lee Roth,2020-04-23
2026,0,2,David Lee Roth,2020-04-24
2027,0,1,David Lee Roth,2020-04-25
2028,0,2,David Lee Roth,2020-04-26
2029,0,2,David Lee Roth,2020-04-27
2030,0,4,Diddy,2020-01-02
2031,0,4,Diddy,2020-01-03
2032,0,4,Diddy,2020-01-04
2033,0,3,Diddy,2020-01-05
2034,0,4,Diddy,2020-01-06
2035,0,21,Diddy,2020-01-07
2036,0,21,Diddy,2020-01-08
2037,0,21,Diddy,2020-01-09
2038,0,19,Diddy,2020-01-10
2039,0,20,Diddy,2020-01-11
2040,0,6,Diddy,2020-01-12
2041,0,6,Diddy,2020-01-13
2042,0,6,Diddy,2020-01-14
2043,0,6,Diddy,2020-01-15
2044,0,6,Diddy,2020-01-16
2045,0,6,Diddy,2020-01-17
2046,0,1,Diddy,2020-01-18
2047,0,1,Diddy,2020-01-19
2048,0,2,Diddy,2020-01-20
2049,0,2,Diddy,2020-01-21
2050,0,1,Diddy,2020-01-22
2051,0,59,Diddy,2020-01-23
2052,0,70,Diddy,2020-01-24
2053,0,70,Diddy,2020-01-25
2054,0,70,Diddy,2020-01-26
2055,0,937,Diddy,2020-01-27
2056,0,937,Diddy,2020-01-28
2057,0,937,Diddy,2020-01-29
2058,0,937,Diddy,2020-01-30
2059,0,938,Diddy,2020-01-31
2060,0,467,Diddy,2020-02-01
2061,0,158,Diddy,2020-02-02
2062,0,22,Diddy,2020-02-03
2063,0,19,Diddy,2020-02-04
2064,0,23,Diddy,2020-02-05
2065,0,23,Diddy,2020-02-06
2066,0,6,Diddy,2020-02-07
2067,0,5,Diddy,2020-02-08
2068,0,3,Diddy,2020-02-09
2069,0,3,Diddy,2020-02-10
2070,0,3,Diddy,2020-02-11
2071,0,3,Diddy,2020-02-12
2072,0,3,Diddy,2020-02-13
2073,0,2,Diddy,2020-02-14
2074,5,1234,Diddy,2020-02-15
2075,0,573,Diddy,2020-02-21
2076,0,230,Diddy,2020-02-22
2077,0,84,Diddy,2020-02-23
2078,0,19,Diddy,2020-02-24
2079,0,19,Diddy,2020-02-25
2080,0,20,Diddy,2020-02-26
2081,0,8,Diddy,2020-02-27
2082,0,3,Diddy,2020-02-28
2083,0,3,Diddy,2020-02-29
2084,0,3,Diddy,2020-03-01
2085,0,3,Diddy,2020-03-02
2086,0,3,Diddy,2020-03-03
2087,0,2,Diddy,2020-03-04
2088,0,2,Diddy,2020-03-05
2089,0,2,Diddy,2020-03-06
2090,0,2,Diddy,2020-03-07
2091,0,1,Diddy,2020-03-08
2092,0,1,Diddy,2020-03-09
2093,0,1,Diddy,2020-03-10
2094,0,1,Diddy,2020-03-11
2095,0,8,Diddy,2020-03-12
2096,0,8,Diddy,2020-03-13
2097,0,8,Diddy,2020-03-14
2098,0,8,Diddy,2020-03-15
2099,0,8,Diddy,2020-03-16
2100,0,3,Diddy,2020-03-17
2101,0,3,Diddy,2020-03-18
2102,0,2,Diddy,2020-03-19
2103,0,2,Diddy,2020-03-20
2104,0,2,Diddy,2020-03-21
2105,0,2,Diddy,2020-03-22
2106,0,2,Diddy,2020-03-23
2107,0,2,Diddy,2020-03-24
2108,0,2,Diddy,2020-03-25
2109,0,1,Diddy,2020-03-26
2110,0,2,Diddy,2020-03-27
2111,0,2,Diddy,2020-03-28
2112,0,2,Diddy,2020-03-29
2113,0,12,Diddy,2020-03-30
2114,0,26,Diddy,2020-03-31
2115,0,31,Diddy,2020-04-01
2116,0,31,Diddy,2020-04-02
2117,0,29,Diddy,2020-04-03
2118,0,29,Diddy,2020-04-04
2119,0,29,Diddy,2020-04-05
2120,0,3,Diddy,2020-04-06
2121,0,4,Diddy,2020-04-07
2122,5,3825,Diddy,2020-04-08
2123,0,639,Diddy,2020-04-14
2124,0,131,Diddy,2020-04-15
2125,0,42,Diddy,2020-04-16
2126,0,318,Diddy,2020-04-17
2127,0,318,Diddy,2020-04-18
2128,0,318,Diddy,2020-04-19
2129,0,314,Diddy,2020-04-20
2130,0,300,Diddy,2020-04-21
2131,0,60,Diddy,2020-04-22
2132,0,69,Diddy,2020-04-23
2133,0,69,Diddy,2020-04-24
2134,0,285,Diddy,2020-04-25
2135,0,285,Diddy,2020-04-26
2136,0,285,Diddy,2020-04-27
2137,0,4,Disney,2020-01-02
2138,0,4,Disney,2020-01-03
2139,0,4,Disney,2020-01-04
2140,0,5,Disney,2020-01-05
2141,0,4,Disney,2020-01-06
2142,0,9,Disney,2020-01-07
2143,0,9,Disney,2020-01-08
2144,0,9,Disney,2020-01-09
2145,0,6,Disney,2020-01-10
2146,0,9,Disney,2020-01-11
2147,0,4,Disney,2020-01-12
2148,0,18,Disney,2020-01-13
2149,0,42,Disney,2020-01-14
2150,0,42,Disney,2020-01-15
2151,0,39,Disney,2020-01-16
2152,0,41,Disney,2020-01-17
2153,0,41,Disney,2020-01-18
2154,0,16,Disney,2020-01-19
2155,0,6,Disney,2020-01-20
2156,0,7,Disney,2020-01-21
2157,0,7,Disney,2020-01-22
2158,0,4,Disney,2020-01-23
2159,0,3,Disney,2020-01-24
2160,0,3,Disney,2020-01-25
2161,0,3,Disney,2020-01-26
2162,0,2,Disney,2020-01-27
2163,0,2,Disney,2020-01-28
2164,0,18,Disney,2020-01-29
2165,0,18,Disney,2020-01-30
2166,0,33,Disney,2020-01-31
2167,0,33,Disney,2020-02-01
2168,0,32,Disney,2020-02-02
2169,0,35,Disney,2020-02-03
2170,0,35,Disney,2020-02-04
2171,0,10,Disney,2020-02-05
2172,0,4,Disney,2020-02-06
2173,0,5,Disney,2020-02-07
2174,0,15,Disney,2020-02-08
2175,0,63,Disney,2020-02-09
2176,0,63,Disney,2020-02-10
2177,0,63,Disney,2020-02-11
2178,0,60,Disney,2020-02-12
2179,0,63,Disney,2020-02-13
2180,0,4,Disney,2020-02-14
2181,0,4,Disney,2020-02-15
2182,0,3,Disney,2020-02-16
2183,0,2,Disney,2020-02-17
2184,0,2,Disney,2020-02-18
2185,0,2,Disney,2020-02-19
2186,0,2,Disney,2020-02-20
2187,0,8,Disney,2020-02-21
2188,0,8,Disney,2020-02-22
2189,0,8,Disney,2020-02-23
2190,0,8,Disney,2020-02-24
2191,8,1176,Disney,2020-02-25
2192,0,224,Disney,2020-03-05
2193,0,199,Disney,2020-03-06
2194,0,68,Disney,2020-03-07
2195,0,34,Disney,2020-03-08
2196,0,22,Disney,2020-03-09
2197,0,22,Disney,2020-03-10
2198,0,22,Disney,2020-03-11
2199,0,13,Disney,2020-03-12
2200,0,13,Disney,2020-03-13
2201,0,13,Disney,2020-03-14
2202,0,7,Disney,2020-03-15
2203,0,7,Disney,2020-03-16
2204,0,12,Disney,2020-03-17
2205,0,12,Disney,2020-03-18
2206,0,12,Disney,2020-03-19
2207,0,9,Disney,2020-03-20
2208,0,9,Disney,2020-03-21
2209,0,7,Disney,2020-03-22
2210,0,7,Disney,2020-03-23
2211,0,7,Disney,2020-03-24
2212,0,4,Disney,2020-03-25
2213,0,4,Disney,2020-03-26
2214,0,4,Disney,2020-03-27
2215,0,4,Disney,2020-03-28
2216,0,2,Disney,2020-03-29
2217,0,3,Disney,2020-03-30
2218,0,3,Disney,2020-03-31
2219,0,3,Disney,2020-04-01
2220,0,1,Disney,2020-04-02
2221,0,0,Disney,2020-04-03
2222,0,2,Disney,2020-04-04
2223,0,2,Disney,2020-04-05
2224,0,2,Disney,2020-04-06
2225,0,2,Disney,2020-04-07
2226,0,2,Disney,2020-04-08
2227,0,3,Disney,2020-04-09
2228,0,3,Disney,2020-04-10
2229,0,3,Disney,2020-04-11
2230,0,3,Disney,2020-04-12
2231,0,3,Disney,2020-04-13
2232,0,2,Disney,2020-04-14
2233,0,2,Disney,2020-04-15
2234,0,2,Disney,2020-04-16
2235,0,2,Disney,2020-04-17
2236,0,2,Disney,2020-04-18
2237,0,2,Disney,2020-04-19
2238,0,2,Disney,2020-04-20
2239,0,2,Disney,2020-04-21
2240,0,2,Disney,2020-04-22
2241,0,2,Disney,2020-04-23
2242,0,2,Disney,2020-04-24
2243,0,2,Disney,2020-04-25
2244,0,2,Disney,2020-04-26
2245,0,1,Disney,2020-04-27
2246,0,169,Donald Trump,2020-01-07
2247,0,67,Donald Trump,2020-01-08
2248,0,22,Donald Trump,2020-01-09
2249,0,41,Donald Trump,2020-01-10
2250,0,49,Donald Trump,2020-01-11
2251,0,49,Donald Trump,2020-01-12
2252,0,35,Donald Trump,2020-01-13
2253,0,19,Donald Trump,2020-01-14
2254,0,19,Donald Trump,2020-01-15
2255,0,19,Donald Trump,2020-01-16
2256,0,17,Donald Trump,2020-01-17
2257,0,15,Donald Trump,2020-01-18
2258,0,13,Donald Trump,2020-01-19
2259,0,55,Donald Trump,2020-01-20
2260,0,55,Donald Trump,2020-01-21
2261,0,55,Donald Trump,2020-01-22
2262,0,65,Donald Trump,2020-01-23
2263,0,65,Donald Trump,2020-01-24
2264,0,26,Donald Trump,2020-01-25
2265,0,26,Donald Trump,2020-01-26
